Company Name,CIK,Filing Year,10-K URL,Assets,Revenues,NetIncomeLoss,OperatingExpenses,OperatingIncomeLoss,Debt,Liabilities,StockholdersEquity,CashAndCashEquivalentsAtCarryingValue,GrossProfit,AssetsCurrent,AssetsNoncurrent,Fraud Label,Current Ratio,Debt Ratio,Profit Margin,Return on Assets,Operating Margin,Equity Ratio,Cash Ratio,log_Profit Margin,log_Cash Ratio,log_Operating Margin,log_Return on Assets,log_Equity Ratio,log_Debt Ratio,Clipped Current Ratio
Public Storage,1393311,2020,https://www.sec.gov/Archives/edgar/data/1393311/000139331120000008/psa-20191231x10k.htm,205936.0,2684552.0,1520534.0,1427325.0,1931973.0,1902493.0,383284.0,9062911.0,409743.0,0.0,18.5,174344.0,0,4.826708132872752e-05,9.238273055706628,0.5664013958381138,7.383526920985161,0.7196630946243544,44.008386100536086,1.0690323624257732,0.44878088390588866,0.7270810402195085,0.542128396420907,2.126268699577444,3.8068488301975547,2.326132958485224,4.826708132872752e-05
"RRBB Asset Management, Inc.",1107075,2023,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
NiSource,1111711,2022,https://www.sec.gov/Archives/edgar/data/1111711/000111171122000007/nix-20211231.htm,7.7,12.3,3.9,3892.7,1006.9,57.4,182.7,6947.3,84.2,0.0,206.2,2286.0,0,1.1286261631089218,7.454545454545454,0.3170731707317072,0.5064935064935064,81.86178861788618,902.2467532467532,0.4608648056923919,0.2754119798599665,0.3790285930265174,4.417174022439527,0.40978476925268076,6.805995775497905,2.134704220354885,1.1286261631089218
Juniper Networks,1043604,2022,https://www.sec.gov/Archives/edgar/data/1043604/000104360422000017/jnpr-20211231.htm,451.6,57.6,252.7,2352.6,387.5,60.6,336.0,4316.9,922.5,2740.1,451.6,564.2,0,1.3440476190476192,0.1341895482728078,4.387152777777778,0.5595659875996456,6.727430555555555,9.559123117803365,2.7455357142857144,1.6840170037524889,1.3205646546121663,2.044776408319963,0.44440756947585763,2.35699023674346,0.12591834148991793,1.3440476190476192
CMS Energy,811156,2019,https://www.sec.gov/Archives/edgar/data/811156/000081115619000003/consumersenergy10k12312018.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
Church & Dwight,313927,2020,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
"Liquid Holdings Group, Inc.",1562594,2020,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
General Dynamics,40533,2020,https://www.sec.gov/Archives/edgar/data/40533/000004053320000015/gd-2019123110k.htm,0.0075,31982.0,3484.0,34702.0,4648.0,0.0029,3571.0,13577.0,902.0,0.0,1171.0,2594.0,0,0.3279193503220386,0.3866666666666666,0.1089362766556187,464533.3333333334,0.1453317491088737,1810266.6666666667,0.2525903108373005,0.10340124653303702,0.22521365583839967,0.13569433225347263,13.048790749107997,14.408985274444802,0.3269027856050622,0.3279193503220386
Coterra,858470,2022,https://www.sec.gov/Archives/edgar/data/858470/000085847022000009/cog-20211231.htm,7.0,3449.0,1158.0,1883.0,1564.0,0.0,260.0,11738.0,1036.0,0.0,7.0,389.0,0,0.0269230769230769,0.8947368421052632,0.3357494926065526,165.42857142857142,0.4534647723977965,1676.857142857143,3.9846153846153847,0.2894925519990761,1.6063562458966922,0.3739502043266625,5.114566216944487,7.4252727480377,0.6390799592896695,0.0269230769230769
Aeon Global Health Corp.,885074,2020,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
"Cantaloupe, Inc.",896429,2023,https://www.sec.gov/Archives/edgar/data/896429/000162828023032959/ctlp-20230630.htm,0.0,13.2,633.0,80476.0,760.0,882.0,26276.0,164872.0,50927.0,81236.0,3754.0,5249.0,1,0.1428680164408586,0.8947368421052632,47.95454545454546,3.5925394548063125,57.57575757575758,23.16045044594509,1.9381564926168369,3.890892223798073,1.0777823413490968,4.070320917741851,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.1428680164408586
"Taronis Technologies, Inc.",1353487,2022,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
"Lifeway Foods, Inc.",814586,2019,https://www.sec.gov/Archives/edgar/data/814586/000168316819001051/lifeway_10k-123118.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
"Power Solutions International, Inc.",1137091,2020,https://www.sec.gov/Archives/edgar/data/1137091/000162828020006265/psiannual10-k.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
W. R. Berkley Corporation,11544,2020,https://www.sec.gov/Archives/edgar/data/11544/000001154420000016/wrb1231201910-k.htm,0.0,406541.0,2041.0,7049276.0,0.0,1317058000.0,36143.0,0.6667,1023710.0,0.0,0.0,762743.0,0,0.4128622469233823,0.8947368421052632,0.0050204038461065,3.5925394548063125,0.2233420892746644,23.16045044594509,28.323880142766235,0.005007843639383799,3.3784022060104086,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
"F5, Inc.",1048695,2020,https://www.sec.gov/Archives/edgar/data/1048695/000104869520000041/ffiv-20200930.htm,259506.0,0.0,307441.0,1550668.0,392267.0,390.0,321398.0,2232268.0,849556.0,1942935.0,259506.0,347447.0,0,0.8074287954498783,0.001502855425308,0.1073492330321496,1.1847163456721617,0.2233420892746644,8.601989934722125,2.643314519692096,0.10196908096790831,1.2928938496530513,0.20158653081798458,0.7814860012060064,2.261970361860139,0.0015017272682564978,0.8074287954498783
GE Aerospace,40545,2021,https://www.sec.gov/Archives/edgar/data/40545/000004054521000011/ge-20201231.htm,1522.0,6597.0,158.0,85809.0,274.0,7319.0,16476.0,35552.0,455.0,3199.0,1522.0,14597.0,0,0.0923767904831269,4.80880420499343,0.0239502804304987,0.1038107752956636,0.0415340306199787,23.35873850197109,0.0276159261956785,0.023667971171428347,0.027241484572260388,0.04069465580820501,0.09876853397567346,3.1928906558674033,1.7593747329841731,0.0923767904831269
"Logitech International, S.A",1032975,2022,https://www.sec.gov/Archives/edgar/data/1032975/000103297522000012/logi-20220331.htm,3204072.0,0.0,644513.0,1488994.0,774012.0,6.0,784848.0,2398738.0,1328716.0,2263006.0,135478.0,320722.0,1,0.1726168633926569,1.8726170947469344e-06,0.1073492330321496,0.2011543435977718,0.2233420892746644,0.7486529641031787,1.692959655882413,0.10196908096790831,0.9906408326115674,0.20158653081798458,0.18328304741181412,0.558845756739301,1.8726153414017316e-06,0.1726168633926569
Cronos Group Inc.,919869,2022,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
"Stanley Black & Decker, Inc.",93556,2023,https://www.sec.gov/Archives/edgar/data/93556/000009355623000007/swk-20221231.htm,0.0,16947.4,164.3,16909.5,971.9,0.0,1.2,12711.7,395.6,1305.4,45.6,0.0,1,38.0,0.8947368421052632,0.0096947024322314,3.5925394548063125,0.0573480297862799,23.16045044594509,329.6666666666667,0.00964801033935356,5.801110818616763,0.05576391455355602,1.5244331292093392,3.1847170171786185,0.6390799592896695,38.0
Blue Earth Inc.,1422109,2019,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
Walgreens Boots Alliance,1618921,2019,https://www.sec.gov/Archives/edgar/data/1618921/000161892119000069/wba-2019831x10k.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
Assurant,1267238,2022,https://www.sec.gov/Archives/edgar/data/1267238/000126723822000006/aiz-20211231.htm,0.0,10187.6,,0.0,0.0,0.0,3032.5,5489.7,2040.8,0.0,0.0,2.5,0,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,0.6729760923330586,0.10196908096790831,0.5146041316055435,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
Lowe's,60667,2021,https://www.sec.gov/Archives/edgar/data/60667/000006066721000026/low-20210129.htm,937.0,100.0,6.51,0.0,9647.0,0.0,1350.0,1437.0,4690.0,29572.0,937.0,882.0,0,0.6940740740740741,0.8947368421052632,0.0650999999999999,0.0069477054429028,96.47,1.5336179295624333,3.474074074074074,0.06306869146698288,1.4982994194963855,4.579544638349119,0.006923681348143638,0.9296482929311911,0.6390799592896695,0.6940740740740741
Cronos Group Inc.,919869,2022,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
Molson Coors Beverage Company,24545,2023,https://www.sec.gov/Archives/edgar/data/24545/000002454523000006/tap-20221231.htm,0.93,0.0,11.2,0.0,157.5,397.1,0.93,12689.7,600.0,3655.2,378.9,915.5,0,407.4193548387096,426.989247311828,0.1073492330321496,12.04301075268817,0.2233420892746644,13644.83870967742,645.1612903225806,0.10196908096790831,6.471049148040832,0.20158653081798458,2.568252415790794,9.521189897701047,6.059098072163001,407.4193548387096
"Northwest Biotherapeutics, Inc.",1072379,2019,https://www.sec.gov/Archives/edgar/data/1072379/000114420419017803/tv517288_10k.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
Avery Dennison,8818,2022,https://www.sec.gov/Archives/edgar/data/8818/000119312522049910/d179463d10k.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
BorgWarner Inc.,908255,2020,https://www.sec.gov/Archives/edgar/data/908255/000090825520000014/a2019123110k.htm,0.36,10168.0,51.0,0.0,1303.0,121000000.0,1977.0,4706.0,832.0,2101.0,276.0,379.0,1,0.1396054628224582,336111111.1111111,0.0050157356412273,141.66666666666669,0.128147128245476,13072.222222222224,0.4208396560445119,0.005003198742919004,0.35124800393362676,0.12057657741197769,4.9605109069136875,9.478321311981007,19.632952354068202,0.1396054628224582
CMS Energy,811156,2019,https://www.sec.gov/Archives/edgar/data/811156/000081115619000003/consumersenergy10k12312018.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
Roper Technologies,882835,2022,https://www.sec.gov/Archives/edgar/data/882835/000088283522000012/rop-20211231.htm,142.5,0.0,1152.6,0.0,1480.2,799.2,440.7,11563.8,351.5,3917.4,142.5,405.9,0,0.3233492171545269,5.608421052631579,0.1073492330321496,8.088421052631578,0.2233420892746644,81.14947368421052,0.797594735647833,0.10196908096790831,0.5864495133398749,0.20158653081798458,2.207001191520836,4.4085404376972095,1.8883447528073123,0.3233492171545269
CHS Inc.,823277,2022,https://www.sec.gov/Archives/edgar/data/823277/000082327722000050/chscp-20220831.htm,9377847.0,47791666.0,861.0,0.0,1129086.0,0.0,6951969.0,9461266.0,793957.0,2126921.0,9377847.0,973995.0,1,1.3489483339180597,0.8947368421052632,1.8015693363776018e-05,9.18121184958552e-05,0.0236251651072385,1.0088953253342692,0.1142060616208156,1.801553108312139e-05,0.10814209892438334,0.02335040990480844,9.180790402126178e-05,0.697584981605445,0.6390799592896695,1.3489483339180597
Analog Devices,6281,2022,https://www.sec.gov/Archives/edgar/data/6281/000000628122000250/adi-20221029.htm,267044.0,0.0,2748561.0,1012572.0,3278700.0,111.213,1594650.0,36465323.0,1470572.0,7532474.0,267044.0,397341.0,0,0.1674624525758003,0.0004164594598642,0.1073492330321496,10.292539806174265,0.2233420892746644,136.55174053713995,0.9221910764117518,0.10196908096790831,0.6534657210134553,0.20158653081798458,2.4241423135503064,4.924000141141051,0.00041637276469252586,0.1674624525758003
Norfolk Southern,702165,2022,https://www.sec.gov/Archives/edgar/data/702165/000070216522000007/nsc-20211231.htm,134.0,28.0,3005.0,6695.0,4447.0,553.0,312.0,13641.0,839.0,0.0,134.0,966.0,0,0.4294871794871794,4.126865671641791,107.32142857142856,22.42537313432836,158.82142857142858,101.79850746268656,2.6891025641025643,4.685102997513377,1.3053832209124003,5.074057120533752,3.153819756891042,4.632770834070204,1.634494492271438,0.4294871794871794
"Taronis Technologies, Inc.",1353487,2022,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
Analog Devices,6281,2022,https://www.sec.gov/Archives/edgar/data/6281/000000628122000250/adi-20221029.htm,267044.0,0.0,2748561.0,1012572.0,3278700.0,111.213,1594650.0,36465323.0,1470572.0,7532474.0,267044.0,397341.0,0,0.1674624525758003,0.0004164594598642,0.1073492330321496,10.292539806174265,0.2233420892746644,136.55174053713995,0.9221910764117518,0.10196908096790831,0.6534657210134553,0.20158653081798458,2.4241423135503064,4.924000141141051,0.00041637276469252586,0.1674624525758003
Costco,909832,2023,https://www.sec.gov/Archives/edgar/data/909832/000090983223000042/cost-20230903.htm,1709.0,176630.0,,0.0,8114.0,1081.0,4278.0,25058.0,13700.0,0.0,1709.0,3718.0,0,0.3994857410004675,0.6325336454066706,0.1073492330321496,3.5925394548063125,0.0459378361546736,14.662375658279696,3.2024310425432443,0.10196908096790831,1.4356631774909936,0.04491393381424149,1.5244331292093392,2.751261381373735,0.4901331916998204,0.3994857410004675
AES Corporation,874761,2021,https://www.sec.gov/Archives/edgar/data/874761/000087476121000015/aes-20201231.htm,38.0,2661.0,46.0,0.0,0.0,34.0,1223.0,2634.0,1089.0,2693.0,726.0,1660.0,0,0.5936222403924775,0.8947368421052632,0.0172867343104096,1.2105263157894737,0.2233420892746644,69.3157894736842,0.8904333605887162,0.01713901863661198,0.6368060941050957,0.20158653081798458,0.7932306391169278,4.2529963749301505,0.6390799592896695,0.5936222403924775
"Logitech International, S.A.",1032975,2019,https://www.sec.gov/Archives/edgar/data/1032975/000103297519000027/logitech10-k2019.htm,0.025,0.0,257573.0,773817.0,263194.0,0.0,433897.0,1176339.0,604516.0,1037011.0,69116.0,132453.0,1,0.159291260368244,0.8947368421052632,0.1073492330321496,10302920.0,0.2233420892746644,47053560.0,1.3932246593085456,0.10196908096790831,0.8726416863869499,0.20158653081798458,16.147938005228198,17.666797106572684,0.6390799592896695,0.159291260368244
Hi-Shear Technology Corp.,918027,2021,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
EOG Resources,821189,2019,https://www.sec.gov/Archives/edgar/data/821189/000082118919000009/a2018123110-k.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
"Revolution Lighting Technologies, Inc.",917523,2020,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
ExxonMobil,34088,2021,https://www.sec.gov/Archives/edgar/data/34088/000003408821000012/xom-20201231.htm,1098.0,181502.0,811.0,210385.0,0.0,20458.0,35221.0,157150.0,4364.0,0.0,1098.0,16789.0,0,0.0311745833451633,18.632058287795992,0.0044682703220901,0.738615664845173,0.2233420892746644,143.12386156648452,0.1239033531131995,0.004458317239948525,0.11680776299986313,0.20158653081798458,0.5530892016562716,4.970673079626436,2.9771638569839114,0.0311745833451633
Adobe Inc.,796343,2021,https://www.sec.gov/Archives/edgar/data/796343/000079634321000004/adbe-20201127.htm,224.0,11626.0,5260.0,162.0,4237.0,0.0,1422.0,13264.0,4478.0,11146.0,756.0,663.0,0,0.5316455696202531,0.8947368421052632,0.4524341992086702,23.482142857142858,0.3644417684500258,59.21428571428572,3.1490857946554147,0.3732409069681493,1.4228880195306246,0.31074538414715935,3.197943988827165,4.097909628386597,0.6390799592896695,0.5316455696202531
Lamb Weston,1679273,2019,https://www.sec.gov/Archives/edgar/data/1679273/000155837019006311/lw-20190526x10k.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
Molson Coors Beverage Company,24545,2023,https://www.sec.gov/Archives/edgar/data/24545/000002454523000006/tap-20221231.htm,0.93,0.0,11.2,0.0,157.5,397.1,0.93,12689.7,600.0,3655.2,378.9,915.5,0,407.4193548387096,426.989247311828,0.1073492330321496,12.04301075268817,0.2233420892746644,13644.83870967742,645.1612903225806,0.10196908096790831,6.471049148040832,0.20158653081798458,2.568252415790794,9.521189897701047,6.059098072163001,407.4193548387096
Vici Properties,1705696,2023,https://www.sec.gov/Archives/edgar/data/1705696/000170569623000035/vici-20221231.htm,936328.0,2600697.0,18632.0,990900.0,0.0,13739675.0,213388.0,21933637.0,208933.0,0.0,0.0,936328.0,0,0.4128622469233823,14.673997787100246,0.0071642332805397,0.0198990097487205,0.2233420892746644,23.42516404507822,0.979122537349804,0.0071386920774959535,0.6826535835260762,0.20158653081798458,0.019703612344087112,3.195613914183804,2.752003147447828,0.4128622469233823
"Juniper Networks, Inc.",1043604,2019,https://www.sec.gov/Archives/edgar/data/1043604/000104360419000012/jnpr-10k20181231.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
Verizon,732712,2023,https://www.sec.gov/Archives/edgar/data/732712/000073271223000012/vz-20221231.htm,8358.0,109625.0,492.0,106368.0,30467.0,0.0,23977.0,92463.0,2605.0,0.0,8358.0,17260.0,0,0.348584059723902,0.8947368421052632,0.0044880273660205,0.0588657573582196,0.2779201824401368,11.06281407035176,0.1086457855444801,0.004477986203333914,0.10313925747950728,0.24523389895027886,0.05719829499411443,2.4901275032465024,0.6390799592896695,0.348584059723902
"FTE Networks, Inc.",1122063,2023,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
TJX Companies,109198,2023,https://www.sec.gov/Archives/edgar/data/109198/000010919823000004/tjx-20230128.htm,478.0,48.0,3498.0,0.0,3883.0,0.0,4346.0,6364.0,5477.0,0.0,478.0,769.0,0,0.1099861942015646,0.8947368421052632,72.875,7.317991631799163,80.89583333333333,13.313807531380752,1.2602393005062127,4.302374475726262,0.8154706928584947,4.40544811451397,2.1184208352850087,2.661224633046094,0.6390799592896695,0.1099861942015646
"Williams-Sonoma, Inc.",719955,2023,https://www.sec.gov/Archives/edgar/data/719955/000162828023009175/wsm-20230129.htm,31967.0,0.0,1127904.0,0.0,1498422.0,0.0,247594.0,1701051.0,367344.0,3677733.0,31967.0,116407.0,0,0.1291105600297261,0.8947368421052632,0.1073492330321496,35.283385991804046,0.2233420892746644,53.21271936684706,1.4836546927631526,0.10196908096790831,0.9097311418328684,0.20158653081798458,3.5913599503243208,3.9929155555788833,0.6390799592896695,0.1291105600297261
Lamb Weston,1679273,2019,https://www.sec.gov/Archives/edgar/data/1679273/000155837019006311/lw-20190526x10k.htm,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4128622469233823,0.8947368421052632,0.1073492330321496,3.5925394548063125,0.2233420892746644,23.16045044594509,1.275229357798165,0.10196908096790831,0.8220808639358385,0.20158653081798458,1.5244331292093392,3.1847170171786185,0.6390799592896695,0.4128622469233823
The Kraft Heinz Co.,1637459,2021,https://www.sec.gov/Archives/edgar/data/1637459/000163745921000009/khc-20201226.htm,1056.0,0.0,5.0,0.0,2128.0,230.0,2200.0,50103.0,3417.0,9177.0,574.0,2376.0,1,0.2609090909090909,0.2178030303030303,0.1073492330321496,0.0047348484848484,0.2233420892746644,47.44602272727273,1.5531818181818182,0.10196908096790831,0.9373403531860255,0.20158653081798458,0.0047236743477762685,3.880450244714817,0.19704844053135792,0.2609090909090909
Bausch Health Companies Inc.,885590,2020,https://www.sec.gov/Archives/edgar/data/885590/000088559020000006/bhc2019form10-k.htm,779.0,1897.0,5.0,8804.0,0.0,0.05,4511.0,1063.0,3243.0,0.0,779.0,411.0,1,0.1726889824872533,6.418485237483954e-05,0.0026357406431207,0.0064184852374839,0.0,1.3645699614890885,0.7189093327421857,0.002632273170321393,0.5416899808224784,0.0,0.006397974479659531,0.8605961709445038,6.418279261533879e-05,0.1726889824872533
"Argo Group International Holdings, Ltd.",1091748,2020,https://www.sec.gov/Archives/edgar/data/1091748/000162828020002567/argo10k12312019.htm,91.8,1969.7,8.4,1.3,0.0,3529100000.0,226.0,1781.1,0.0,0.0,0.0,387.1,1,0.4128622469233823,38443355.119825706,0.0042646088236787,0.0915032679738562,0.2233420892746644,19.40196078431373,1.275229357798165,0.004255541150381199,0.8220808639358385,0.20158653081798458,0.08755589102431964,3.0156310131093633,17.464696446263197,0.4128622469233823
Akamai Technologies,1086222,2020,https://www.sec.gov/Archives/edgar/data/1086222/000108622220000045/akam10k123119.htm,26000000.0,0.0,478035.0,2344699.0,548918.0,4418000.0,334861.0,3657958.0,393745.0,0.0,142676.0,173062.0,0,0.426075296914242,0.1699230769230769,0.1073492330321496,0.0183859615384615,0.2233420892746644,0.1406906923076923,1.1758460973359095,0.10196908096790831,0.7774175991651534,0.20158653081798458,0.018218983345213064,0.13163394938635037,0.15693800042869493,0.426075296914242
Mastercard,1141391,2020,https://www.sec.gov/Archives/edgar/data/1141391/000114139120000032/ma12312019-10xk.htm,1370.0,16883.0,1.0,7219.0,9664.0,0.0,5489.0,5893.0,6988.0,0.0,1370.0,4525.0,0,0.2495900892694479,0.8947368421052632,5.923117929277972e-05,0.0007299270072992,0.5724101166854232,4.301459854014599,1.2730916378210968,5.9229425195743996e-05,0.8211408598611322,0.45260954845826623,0.0007296607401437212,1.6679822267839977,0.6390799592896695,0.2495900892694479
Tractor Supply,916365,2021,https://www.sec.gov/Archives/edgar/data/916365/000091636521000052/tsco-20201226.htm,133659.0,10620352.0,748958.0,0.0,996928.0,0.0,119701.0,1923840.0,1341756.0,3761549.0,133659.0,30484.0,0,1.1166072129723228,0.8947368421052632,0.0705210147460272,5.603498455023605,0.0938695817238449,14.393643525688503,11.209229663912582,0.06814545963121744,2.5021921955436683,0.08972148457519577,1.8875995775384333,2.7339546661393475,0.6390799592896695,1.1166072129723228
IQVIA,1478242,2023,https://www.sec.gov/Archives/edgar/data/1478242/000147824223000044/iqv-20221231.htm,561.0,0.0,,0.0,1799.0,425.0,3316.0,5765.0,1216.0,1550.0,561.0,472.0,0,0.1691797346200241,0.7575757575757576,0.1073492330321496,3.5925394548063125,0.2233420892746644,10.276292335115864,0.3667068757539203,0.10196908096790831,0.3124041058927113,0.20158653081798458,1.5244331292093392,2.4227024983428977,0.5639354490799391,0.1691797346200241
